,amazon_index,filename,image_url,title,author,category_id,category
43038,1627413766,1627413766.jpg,http://ecx.images-amazon.com/images/I/51qQgomF7gL.jpg,"The Bartered Bride [Climax, Montana 3] (Siren Publishing Menage Everlasting)",Reece Butler,22,Romance
43040,1476737045,1476737045.jpg,http://ecx.images-amazon.com/images/I/511x7beKzXL.jpg,Trade Secret (Liaden Universe®),Sharon Lee,24,Science Fiction & Fantasy
43041,1482827034,1482827034.jpg,http://ecx.images-amazon.com/images/I/41a%2BPnaYnJL.jpg,Cartas de Jingzhai (): Reminiscencias estudiantiles en China 1976-1981 (Spanish Edition),Víctor J. Ochoa-Piccardo,1,Biographies & Memoirs
43047,933635389,0933635389.jpg,http://ecx.images-amazon.com/images/I/51XKai29PXL.jpg,"The Great Old Ones (Call of Cthulhu Horror Roleplaying, 1920s Setting)",Marcus L. Rowland,24,Science Fiction & Fantasy
43050,312924585,0312924585.jpg,http://ecx.images-amazon.com/images/I/51bteLQSJ8L.jpg,The Silence of the Lambs (Hannibal Lecter),Thomas Harris,17,"Mystery, Thriller & Suspense"
43055,1556346050,1556346050.jpg,http://ecx.images-amazon.com/images/I/51-RFdrNQdL.jpg,GURPS Steampunk Hardcover,William Stoddard,24,Science Fiction & Fantasy
43056,770437206,0770437206.jpg,http://ecx.images-amazon.com/images/I/51VP97ns1dL.jpg,Loopers: A Caddie's Twenty-Year Golf Odyssey,John Dunn,1,Biographies & Memoirs
43058,1601624638,1601624638.jpg,http://ecx.images-amazon.com/images/I/51brF4wKXsL.jpg,Soft,T. Styles,17,"Mystery, Thriller & Suspense"
43060,692399003,0692399003.jpg,http://ecx.images-amazon.com/images/I/511Mg1pYdSL.jpg,Timeless: A Door County Love Story,Sharon L. Clemens,22,Romance
43064,1629371149,1629371149.jpg,http://ecx.images-amazon.com/images/I/5182Gc8256L.jpg,Patriot Pride: My Life in the New England Dynasty,Troy Brown,1,Biographies & Memoirs
43067,194181302X,194181302X.jpg,http://ecx.images-amazon.com/images/I/519cOiKSqDL.jpg,Red Cloud: Oglala Legend (South Dakota Biography),John D. McDermott,1,Biographies & Memoirs
43072,B00GWNDK1K,B00GWNDK1K.jpg,http://ecx.images-amazon.com/images/I/51tXbVFLi2L.jpg,She Shifters: Lesbian Paranormal Erotica,Delilah Devlin,22,Romance
43073,037324567X,037324567X.jpg,http://ecx.images-amazon.com/images/I/210HAXCN1NL.jpg,The Marriage Medallion (Silhouette Special Edition 1567) (Viking Brides series),Christine Rimmer,22,Romance
43074,544527941,0544527941.jpg,http://ecx.images-amazon.com/images/I/41lF7LpGFFL.jpg,The Zig Zag Girl (Magic Men Mystery),Elly Griffiths,17,"Mystery, Thriller & Suspense"
43078,092912314X,092912314X.jpg,http://ecx.images-amazon.com/images/I/3151jUBl%2BFL.jpg,What Lies Behind the Picture?: A Personal Journey into Cree Ancestry,Vernon R. Wishart,1,Biographies & Memoirs
43080,1414310587,1414310587.jpg,http://ecx.images-amazon.com/images/I/41Hsd1FuOxL.jpg,The Truth Seeker (The O'Malley Series #3),Dee Henderson,22,Romance
43085,1451631766,1451631766.jpg,http://ecx.images-amazon.com/images/I/51ow1ylnTZL.jpg,My Favorite Match: WWE Superstars Tell the Stories of Their Most Memorable Matches,Jon Robinson,1,Biographies & Memoirs
43087,1451645171,1451645171.jpg,http://ecx.images-amazon.com/images/I/51j3cscmNbL.jpg,Manson: The Life and Times of Charles Manson,Jeff Guinn,1,Biographies & Memoirs
43088,873487540,0873487540.jpg,http://ecx.images-amazon.com/images/I/51KZp0gDXqL.jpg,By Any Means Necessary (Malcolm X Speeches and Writings) (Malcolm X speeches & writings),Malcolm X,1,Biographies & Memoirs
43089,393048470,0393048470.jpg,http://ecx.images-amazon.com/images/I/61Ee0%2BVJx1L.jpg,The Annotated Alice: The Definitive Edition,Lewis Carroll,24,Science Fiction & Fantasy
43092,1613731345,1613731345.jpg,http://ecx.images-amazon.com/images/I/51sHU9z7PPL.jpg,Mob Cop: My Life of Crime in the Chicago Police Department,Fred Pascente,1,Biographies & Memoirs
43095,312426267,0312426267.jpg,http://ecx.images-amazon.com/images/I/51sEuaMqEFL.jpg,Golden Boy: Memories of a Hong Kong Childhood,Martin Booth,1,Biographies & Memoirs
43099,62019481,0062019481.jpg,http://ecx.images-amazon.com/images/I/51R7ePcEETL.jpg,Dark Gold: A Carpathian Novel (Dark Series),Christine Feehan,22,Romance
43100,1593934009,1593934009.jpg,http://ecx.images-amazon.com/images/I/51nZAv6DWJL.jpg,The Thin Man: Murder Over Cocktails (Film Series),Charles Tranberg,17,"Mystery, Thriller & Suspense"
43105,829426442,0829426442.jpg,http://ecx.images-amazon.com/images/I/51bp-66hBZL.jpg,My Life with the Saints,James Martin,1,Biographies & Memoirs
43111,034580404X,034580404X.jpg,http://ecx.images-amazon.com/images/I/51IwedLtK7L.jpg,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),E L James,22,Romance
43112,764201069,0764201069.jpg,http://ecx.images-amazon.com/images/I/41u7Rzixy6L.jpg,The Englisher (Annie's People Series #2) (Volume 2),Beverly Lewis,22,Romance
43114,674624157,0674624157.jpg,http://ecx.images-amazon.com/images/I/41IYqItdHCL.jpg,Niels Bohr: A Centenary Volume,,1,Biographies & Memoirs
43118,1633880761,1633880761.jpg,http://ecx.images-amazon.com/images/I/51LtWB27dcL.jpg,The Guise of Another,Allen Eskens,17,"Mystery, Thriller & Suspense"
43122,1557091846,1557091846.jpg,http://ecx.images-amazon.com/images/I/41IiQykVYTL.jpg,Jefferson Bible: The Life and Morals of Jesus of Nazareth (Little Books of Wisdom),Thomas Jefferson,1,Biographies & Memoirs
43125,882890751,0882890751.jpg,http://ecx.images-amazon.com/images/I/51aQAADL4kL.jpg,Lelia: The Compleat Ballerina,Harold Scott MD,1,Biographies & Memoirs
43128,1847171435,1847171435.jpg,http://ecx.images-amazon.com/images/I/41msk7IYFSL.jpg,"Mother From Hell: Two Brothers, a Sadistic Mother, a Childhood Destroyed.",Kenneth M. Doyle,1,Biographies & Memoirs
43136,B00EW1OX24,B00EW1OX24.jpg,http://ecx.images-amazon.com/images/I/51RTJXBokXL.jpg,The Wind-Up Bird Chronicle: A Novel,Haruki Murakami,24,Science Fiction & Fantasy
43138,1601256728,1601256728.jpg,http://ecx.images-amazon.com/images/I/61KhD321bXL.jpg,Pathfinder Campaign Setting: Technology Guide,James Jacobs,24,Science Fiction & Fantasy
43141,1598534122,1598534122.jpg,http://ecx.images-amazon.com/images/I/419SLZAUKHL.jpg,Elmore Leonard: Four Novels of the 1980s: City Primeval / LaBrava / Glitz / Freaky Deaky (Library of America),Elmore Leonard,17,"Mystery, Thriller & Suspense"
43142,1559581301,1559581301.jpg,http://ecx.images-amazon.com/images/I/5174woj2AtL.jpg,Ultima: The Avatar Adventures (Secrets of the Games),Rusel DeMaria,24,Science Fiction & Fantasy
43147,385537689,0385537689.jpg,http://ecx.images-amazon.com/images/I/51qffHns1jL.jpg,Fifty Shades Darker: Book Two of the Fifty Shades Trilogy (Fifty Shades of Grey Series),E L James,22,Romance
43149,415270170,0415270170.jpg,http://ecx.images-amazon.com/images/I/41a39m%2BpsLL.jpg,Transcending Boundaries: My Dancing Life,Donald McKayle,1,Biographies & Memoirs
43150,099036495X,099036495X.jpg,http://ecx.images-amazon.com/images/I/51cnak%2BbyML.jpg,Family Blood (Wild West Exodus),Craig Gallant,24,Science Fiction & Fantasy
43152,857860860,0857860860.jpg,http://ecx.images-amazon.com/images/I/51kRnBirQRL.jpg,The Cutting Room,Louise Welsh,22,Romance
43153,441627404,0441627404.jpg,http://ecx.images-amazon.com/images/I/51yf9TfEUML.jpg,The Once and Future King,Terence Hanbury White,24,Science Fiction & Fantasy
43154,1484050797,1484050797.jpg,http://ecx.images-amazon.com/images/I/51sLP7kxuVL.jpg,"From Failure to Promise: - ""360 Degrees"" -",Dr. C. Moorer,1,Biographies & Memoirs
43156,1464203776,1464203776.jpg,http://ecx.images-amazon.com/images/I/51CYk9jGBjL.jpg,Capital Crimes: London Mysteries: A British Library Crime Classic (British Library Crime Classics),Martin Edwards,17,"Mystery, Thriller & Suspense"
43157,1939481279,1939481279.jpg,http://ecx.images-amazon.com/images/I/51dXjWb-%2B8L.jpg,"Princess, More Tears to Cry",Jean Sasson,1,Biographies & Memoirs
43158,345804805,0345804805.jpg,http://ecx.images-amazon.com/images/I/512ywnvZKnL.jpg,The Resistance Man: A Mystery of the French Countryside,Martin Walker,17,"Mystery, Thriller & Suspense"
43163,415375274,0415375274.jpg,http://ecx.images-amazon.com/images/I/417GmLoSihL.jpg,Mary Wigman (Routledge Performance Practitioners),Mary Anne Santos Newhall,1,Biographies & Memoirs
43166,805709584,0805709584.jpg,http://ecx.images-amazon.com/images/I/21YGPF4KETL.jpg,Fantasy: The Liberation of Imagination (Twayne's Studies in Literary Themes & Genres),Richard Mathews,24,Science Fiction & Fantasy
43167,147676462X,147676462X.jpg,http://ecx.images-amazon.com/images/I/513bcbKeaKL.jpg,Craving Him: A Love by Design Novel,Kendall Ryan,22,Romance
43168,1516985982,1516985982.jpg,http://ecx.images-amazon.com/images/I/515ZJCBsgtL.jpg,The Beautiful and the Damned,Francis Scott Fitzgerald,22,Romance
43173,764211706,0764211706.jpg,http://ecx.images-amazon.com/images/I/51e%2BfOL5JGL.jpg,A Bride at Last,Melissa Jagears,22,Romance
43174,1497497132,1497497132.jpg,http://ecx.images-amazon.com/images/I/51aK0LwqcFL.jpg,Throttle Me (Men of Inked) (Volume 1),Chelle Bliss,22,Romance
43177,1442238410,1442238410.jpg,http://ecx.images-amazon.com/images/I/51Q6n0qLsoL.jpg,The Presidency in Black and White: My Up-Close View of Three Presidents and Race in America,April Ryan,1,Biographies & Memoirs
43178,805093990,0805093990.jpg,http://ecx.images-amazon.com/images/I/516jrl16HsL.jpg,The Whites: A Novel,Richard Price,17,"Mystery, Thriller & Suspense"
43179,1588466183,1588466183.jpg,http://ecx.images-amazon.com/images/I/51HcimPOQvL.jpg,Graceful Wicked Masques - The Fair Folk: The Manual Of Exalted Power,Alan Alexander,24,Science Fiction & Fantasy
43182,253011027,0253011027.jpg,http://ecx.images-amazon.com/images/I/517pj00lJCL.jpg,Looking After Minidoka: An American Memoir (Break Away Books),Neil Nakadate,1,Biographies & Memoirs
43188,1497637031,1497637031.jpg,http://ecx.images-amazon.com/images/I/51eB6OFDB4L.jpg,Beasts of Gor (Gorean Saga),John Norman,22,Romance
43189,451466160,0451466160.jpg,http://ecx.images-amazon.com/images/I/510m8dsmk4L.jpg,Murder of Crows: A Novel of the Others (Other Novels (Anne Bishop)),Anne Bishop,24,Science Fiction & Fantasy
43190,60538112,0060538112.jpg,http://ecx.images-amazon.com/images/I/61WPCTPMUKL.jpg,Amelia Peabody's Egypt: A Compendium,,17,"Mystery, Thriller & Suspense"
43196,865477639,0865477639.jpg,http://ecx.images-amazon.com/images/I/51l25U4XviL.jpg,West with the Night,Beryl Markham,1,Biographies & Memoirs
43200,1940941717,1940941717.jpg,http://ecx.images-amazon.com/images/I/51FHn-SXdTL.jpg,Hollywood Dirt,Alessandra Torre,22,Romance
43206,B0006A3H9K,B0006A3H9K.jpg,http://ecx.images-amazon.com/images/I/41JuuQynKuL.jpg,MechWarrior: Dark Age Novel 5: Truth and Shadows,Martin Delrio,24,Science Fiction & Fantasy
43208,312427328,0312427328.jpg,http://ecx.images-amazon.com/images/I/516sHnI42RL.jpg,"Silence of the Grave (Reykjavik Murder Mysteries, No. 2)",Arnaldur Indridason,17,"Mystery, Thriller & Suspense"
43213,806140631,0806140631.jpg,http://ecx.images-amazon.com/images/I/513D5Wrp43L.jpg,"Nicholas Black Elk: Medicine Man, Missionary, Mystic",Michael F. Steltenkamp,1,Biographies & Memoirs
43214,373734263,0373734263.jpg,http://ecx.images-amazon.com/images/I/5195GOMheML.jpg,Bane (The Westmorelands),Brenda Jackson,22,Romance
43216,981711243,0981711243.jpg,http://ecx.images-amazon.com/images/I/41Y0zhfpvcL.jpg,EROS 369: An Anthology for Adults,,22,Romance
43219,385349165,0385349165.jpg,http://ecx.images-amazon.com/images/I/51ytZd9vkML.jpg,"Driven: From Homeless to Hero, My Journeys On and Off Lambeau Field",Donald Driver,1,Biographies & Memoirs
43220,1518602193,1518602193.jpg,http://ecx.images-amazon.com/images/I/51brBMmLswL.jpg,"Maggie's Valley: Strong Heart, Open Spirit",Danni Roan,22,Romance
43221,B000FS6PLA,B000FS6PLA.jpg,http://ecx.images-amazon.com/images/I/51Sft8zzWTL.jpg,Henry VIII: The King and His Court,Alison Weir,1,Biographies & Memoirs
43226,985190361,0985190361.jpg,http://ecx.images-amazon.com/images/I/41R15YRhX6L.jpg,Status (Volume 1),Jordan Belcher,17,"Mystery, Thriller & Suspense"
43230,1414378416,1414378416.jpg,http://ecx.images-amazon.com/images/I/51Q85mVF-xL.jpg,Take a Chance on Me (Christiansen Family Series),Susan May Warren,22,Romance
43236,1910572233,1910572233.jpg,http://ecx.images-amazon.com/images/I/41KmbR5dxiL.jpg,"Luis Cernuda: One River, One Love: Translated with an introduction and notes by Philip G. Johnston (Aris & Phillips Hispanic Classics)",Philip G. Johnston,1,Biographies & Memoirs
43237,972589864,0972589864.jpg,http://ecx.images-amazon.com/images/I/51DP6WY27VL.jpg,"Discovering The Maltese Falcon and Sam Spade: The Evolution of Dashiell Hammett's Masterpiece, Including John Huston's Movie with Humphrey Bogart (The Ace Performer Collection series)",,17,"Mystery, Thriller & Suspense"
43239,1250073103,1250073103.jpg,http://ecx.images-amazon.com/images/I/518ZcmXJg5L.jpg,The Walking Dead: The Fall of the Governor: Parts 1 and 2 (The Walking Dead Series),Robert Kirkman,17,"Mystery, Thriller & Suspense"
43242,1568824386,1568824386.jpg,http://ecx.images-amazon.com/images/I/516IXy59fIL.jpg,Cthulhu Through the Ages (Call of Cthulhu roleplaying),Mike Mason,24,Science Fiction & Fantasy
43243,1493594869,1493594869.jpg,http://ecx.images-amazon.com/images/I/51yPh0Dh6cL.jpg,The Escape of Princess Madeline (Volume 1),Kirstin Pulioff,24,Science Fiction & Fantasy
43244,1250074193,1250074193.jpg,http://ecx.images-amazon.com/images/I/51Mh-Ivf96L.jpg,Dark Reservations: A Mystery,John Fortunato,17,"Mystery, Thriller & Suspense"
43248,193573878X,193573878X.jpg,http://ecx.images-amazon.com/images/I/51Cf0tho-cL.jpg,All the Darkness in the World,Andy Deane,17,"Mystery, Thriller & Suspense"
43250,875081886,0875081886.jpg,http://ecx.images-amazon.com/images/I/517AYOFE0JL.jpg,Rees Howells: Intercessor,Norman Percy Grubb,1,Biographies & Memoirs
43251,B00AVN4JTE,B00AVN4JTE.jpg,http://ecx.images-amazon.com/images/I/51-qDMaas4L.jpg,"Memoir of the Life of Josiah Quincy, Junior, of Massachusetts: 1744-1775",Josiah Quincy,1,Biographies & Memoirs
43253,446675520,0446675520.jpg,http://ecx.images-amazon.com/images/I/41-9jb70r8L.jpg,Report from Engine Co. 82,Dennis Smith,1,Biographies & Memoirs
43256,1856353494,1856353494.jpg,http://ecx.images-amazon.com/images/I/51W391YYPNL.jpg,One Day in My Life,Bobby Sands,1,Biographies & Memoirs
43257,B00WNBEGG8,B00WNBEGG8.jpg,http://ecx.images-amazon.com/images/I/516YVxteKbL.jpg,"Heiress Bride: Matchmaker & Co., Book 2",Cynthia Woolf,22,Romance
43258,425276767,0425276767.jpg,http://ecx.images-amazon.com/images/I/51FBnnyaqIL.jpg,Bared to You (A Crossfire Novel),Sylvia Day,22,Romance
43259,61233005,0061233005.jpg,http://ecx.images-amazon.com/images/I/51IJCzPOx4L.jpg,The Bridgertons: Happily Ever After,Julia Quinn,22,Romance
43260,1906508216,1906508216.jpg,http://ecx.images-amazon.com/images/I/31g38VLya3L.jpg,Traveller Adventure 2: Prison Planet (Traveller Sci-Fi Roleplaying),Gareth Hanrahan,24,Science Fiction & Fantasy
43266,151424649X,151424649X.jpg,http://ecx.images-amazon.com/images/I/41dngiYeSZL.jpg,Summer Love,RaShelle Workman,22,Romance
43269,547572484,0547572484.jpg,http://ecx.images-amazon.com/images/I/41yQpGQo0EL.jpg,The Man in the High Castle,Philip K. Dick,24,Science Fiction & Fantasy
43271,739406701,0739406701.jpg,http://ecx.images-amazon.com/images/I/41UySAW1jxL.jpg,Writing Science Fiction and Fantasy,Crawford Kilian,24,Science Fiction & Fantasy
43274,1607621347,1607621347.jpg,http://ecx.images-amazon.com/images/I/51bDsYVOM-L.jpg,Qualify,Vera Nazarian,22,Romance
43276,312966091,0312966091.jpg,http://ecx.images-amazon.com/images/I/51aJjKvvuQL.jpg,"Three to Get Deadly (Stephanie Plum, No. 3) (Stephanie Plum Novels)",Janet Evanovich,22,Romance
43278,045120994X,045120994X.jpg,http://ecx.images-amazon.com/images/I/41-1mSs%2BDuL.jpg,Fear of Flying,Erica Jong,22,Romance
43282,8495764474,8495764474.jpg,http://ecx.images-amazon.com/images/I/51k6A-64t3L.jpg,Latin King: Una vida sangrienta (Coleccion Barbaros/Testimonio) (Spanish Edition),Reymundo Sanchez,1,Biographies & Memoirs
43285,765368668,0765368668.jpg,http://ecx.images-amazon.com/images/I/51fek4ObQ3L.jpg,Shadows in Flight (The Shadow Series),Orson Scott Card,24,Science Fiction & Fantasy
43287,1844160033,1844160033.jpg,http://ecx.images-amazon.com/images/I/51XDHMD3VNL.jpg,Skavenslayer (Gotrek & Felix),William King,24,Science Fiction & Fantasy
43289,345544293,0345544293.jpg,http://ecx.images-amazon.com/images/I/510Q6FengML.jpg,Jack Reacher's Rules,Lee Child,17,"Mystery, Thriller & Suspense"
43292,1783293187,1783293187.jpg,http://ecx.images-amazon.com/images/I/51cSqWiwolL.jpg,The Elder Scrolls Online: Tales of Tamriel - Vol. II: The Lore,Bethesda Softworks,24,Science Fiction & Fantasy
43296,60937548,0060937548.jpg,http://ecx.images-amazon.com/images/I/51bG%2B6nRxIL.jpg,Hell's Angel: The Life and Times of Sonny Barger and the Hell's Angels Motorcycle Club,Sonny Barger,1,Biographies & Memoirs
43300,989125351,0989125351.jpg,http://ecx.images-amazon.com/images/I/51UFRrGjHwL.jpg,Marrow,Preston Norton,24,Science Fiction & Fantasy
43307,375707972,0375707972.jpg,http://ecx.images-amazon.com/images/I/51qCMpRiI8L.jpg,The Reader,Bernhard Schlink,22,Romance
43313,385536399,0385536399.jpg,http://ecx.images-amazon.com/images/I/41Kcjdy%2B4OL.jpg,Reagan: The Life,H.W. Brands,1,Biographies & Memoirs
43314,1455579769,1455579769.jpg,http://ecx.images-amazon.com/images/I/51dvotC7w-L.jpg,The Brothers Bulger: How They Terrorized and Corrupted Boston for a Quarter Century,Howie Carr,1,Biographies & Memoirs
43315,1601257821,1601257821.jpg,http://ecx.images-amazon.com/images/I/61zJI5oEQ7L.jpg,Pathfinder Flip-Mat: Bigger Basic,Jason A. Engle,24,Science Fiction & Fantasy
43316,609607278,0609607278.jpg,http://ecx.images-amazon.com/images/I/41DB9AFFJWL.jpg,How to Write a Love Letter: Putting What's in Your Heart on Paper,Barrie Dolnick,22,Romance
43317,037371940X,037371940X.jpg,http://ecx.images-amazon.com/images/I/21YJZ3S7TRL.jpg,The Rancher's First Love (Martin's Crossing),Brenda Minton,22,Romance
43322,019995934X,019995934X.jpg,http://ecx.images-amazon.com/images/I/41R6bQIoQsL.jpg,Balanchine & the Lost Muse: Revolution & the Making of a Choreographer,Elizabeth Kendall,1,Biographies & Memoirs
43326,813349184,0813349184.jpg,http://ecx.images-amazon.com/images/I/51YxjEREZhL.jpg,The U.S. Intelligence Community,Jeffrey T Richelson,1,Biographies & Memoirs
43327,194159011X,194159011X.jpg,http://ecx.images-amazon.com/images/I/511nkptM5YL.jpg,First Contact: Terran Chronicles Universe (Volume 1),James Jackson,24,Science Fiction & Fantasy
43330,743217810,0743217810.jpg,http://ecx.images-amazon.com/images/I/51XH4aOUmZL.jpg,Clemente: The Passion and Grace of Baseball's Last Hero,David Maraniss,1,Biographies & Memoirs
43332,813209218,0813209218.jpg,http://ecx.images-amazon.com/images/I/41NR45WRB5L.jpg,Hesburgh: A Biography,Michael O'Brien,1,Biographies & Memoirs
43333,B002DFZI3E,B002DFZI3E.jpg,http://ecx.images-amazon.com/images/I/51gVeUJlxCL.jpg,World of Warcraft TCG: Death Knight Deluxe Starter,Upper Deck,24,Science Fiction & Fantasy
43334,1604738367,1604738367.jpg,http://ecx.images-amazon.com/images/I/51Ij16VoJFL.jpg,"Steven Spielberg: A Biography, Second Edition",Joseph McBride,1,Biographies & Memoirs
43337,812983629,0812983629.jpg,http://ecx.images-amazon.com/images/I/41VqxHnxzeL.jpg,Buck: A Memoir,M.K. Asante,1,Biographies & Memoirs
43339,156512524X,156512524X.jpg,http://ecx.images-amazon.com/images/I/51LdGVT9lJL.jpg,"If You Lived Here, I'd Know Your Name: News from Small-Town Alaska",Heather Lende,1,Biographies & Memoirs
43340,1625781547,1625781547.jpg,http://ecx.images-amazon.com/images/I/51LD8J17brL.jpg,Day of Wrath,William R. Forstchen,17,"Mystery, Thriller & Suspense"
43343,1499561385,1499561385.jpg,http://ecx.images-amazon.com/images/I/511w4I9hMYL.jpg,Five Weeks (Seven Series #3),Dannika Dark,24,Science Fiction & Fantasy
43344,1477817409,1477817409.jpg,http://ecx.images-amazon.com/images/I/51kpmcvEFhL.jpg,Lines of Departure (Frontlines),Marko Kloos,24,Science Fiction & Fantasy
43347,1445644657,1445644657.jpg,http://ecx.images-amazon.com/images/I/5175z35uM%2BL.jpg,Joan of Kent: First Princess of Wales,Penny Lawne,1,Biographies & Memoirs
43348,345292561,0345292561.jpg,http://ecx.images-amazon.com/images/I/51rx78uNmZL.jpg,Skye O'Malley: A Novel,Bertrice Small,22,Romance
43349,441102670,0441102670.jpg,http://ecx.images-amazon.com/images/I/41pfJPIPdgL.jpg,"Chapterhouse: Dune (Dune Chronicles, Book 6)",Frank Herbert,24,Science Fiction & Fantasy
43353,061536263X,061536263X.jpg,http://ecx.images-amazon.com/images/I/51swdV%2BKZdL.jpg,Personal Foul: A First-Person Account of the Scandal that Rocked the NBA,Tim Donaghy,1,Biographies & Memoirs
43355,743471555,0743471555.jpg,http://ecx.images-amazon.com/images/I/515FN9Q8F7L.jpg,1633 (Ring of Fire),Eric Flint,24,Science Fiction & Fantasy
43359,679452516,0679452516.jpg,http://ecx.images-amazon.com/images/I/516exjBeK-L.jpg,The Turnaround: How America's Top Cop Reversed the Crime Epidemic,William Bratton,1,Biographies & Memoirs
43365,1906508291,1906508291.jpg,http://ecx.images-amazon.com/images/I/51SzI24ZzvL.jpg,The Trouble with Drazi (Traveller),Bryan Steele,24,Science Fiction & Fantasy
43366,425221725,0425221725.jpg,http://ecx.images-amazon.com/images/I/51UdJRCn4DL.jpg,Private Places,Robin Schone,22,Romance
43370,188521118X,188521118X.jpg,http://ecx.images-amazon.com/images/I/41PCMPMJACL.jpg,Love and Romance: True Stories of Passion on the Road (Travelers' Tales Guides),,22,Romance
43379,1621417425,1621417425.jpg,http://ecx.images-amazon.com/images/I/510A38EhmrL.jpg,Crystal Blue Sky - Book Two in the White Bird Series,Pb Morlen,24,Science Fiction & Fantasy
43382,440245915,0440245915.jpg,http://ecx.images-amazon.com/images/I/51s7VvnsARL.jpg,A Time to Kill: A Novel,John Grisham,17,"Mystery, Thriller & Suspense"
43386,425202410,0425202410.jpg,http://ecx.images-amazon.com/images/I/51YCBR21QML.jpg,The Art of the Steal,Christopher Mason,17,"Mystery, Thriller & Suspense"
43388,1615815244,1615815244.jpg,http://ecx.images-amazon.com/images/I/510Pz686SoL.jpg,A Matter of Time: Vol. 1,Mary Calmes,22,Romance
43390,986115770,0986115770.jpg,http://ecx.images-amazon.com/images/I/51jkupn7avL.jpg,First Fleet #1-4: The Complete Saga (Volume 5),Stephen Case,24,Science Fiction & Fantasy
43391,307341550,0307341550.jpg,http://ecx.images-amazon.com/images/I/41LG0hcWrzL.jpg,Sharp Objects,Gillian Flynn,17,"Mystery, Thriller & Suspense"
43397,1937909190,1937909190.jpg,http://ecx.images-amazon.com/images/I/41XAJOaP3jL.jpg,The Hell You Say: The Adrien English Mysteries (Volume 3),Josh Lanyon,22,Romance
43398,1614040095,1614040095.jpg,http://ecx.images-amazon.com/images/I/51bACq-vj-L.jpg,Traveling With Your Octopus,Brian Kesinger,24,Science Fiction & Fantasy
43399,310319951,0310319951.jpg,http://ecx.images-amazon.com/images/I/51z4O44V2JL.jpg,A Place of Peace (Kauffman Amish Bakery),Amy Clipston,22,Romance
43400,994156030,0994156030.jpg,http://ecx.images-amazon.com/images/I/51sDz7XM0KL.jpg,She: Part 2 (Volume 2),Annabel Fanning,22,Romance
43404,1618684981,1618684981.jpg,http://ecx.images-amazon.com/images/I/61NjtfUt2ZL.jpg,14,Peter Clines,17,"Mystery, Thriller & Suspense"
43406,786965754,0786965754.jpg,http://ecx.images-amazon.com/images/I/51kS4eWdpWL.jpg,Archmage (Legend of Drizzt: Homecoming),R. A. Salvatore,24,Science Fiction & Fantasy
43410,1298499046,1298499046.jpg,http://ecx.images-amazon.com/images/I/41Ko1RM0u0L.jpg,"Complete Peerage of England, Scotland, Ireland, Great Britain and the United Kingdom, Extant, Extinct, Or Dormant, Volume 5",George Edward Cokayne,1,Biographies & Memoirs
43411,62334999,0062334999.jpg,http://ecx.images-amazon.com/images/I/519daWreVLL.jpg,Making Money: A Novel of Discworld,Terry Pratchett,24,Science Fiction & Fantasy
43414,553282182,0553282182.jpg,http://ecx.images-amazon.com/images/I/51JMb6D-7XL.jpg,Alicia,Alicia Appleman-Jurman,1,Biographies & Memoirs
43418,786939184,0786939184.jpg,http://ecx.images-amazon.com/images/I/517X1WFMPHL.jpg,Player's Handbook II (Dungeons & Dragons d20 3.5 Fantasy Roleplaying) (Bk. 2),David Noonan,24,Science Fiction & Fantasy
43419,615885926,0615885926.jpg,http://ecx.images-amazon.com/images/I/51pZ1X636dL.jpg,EMP: Equipping Modern Patriots: A Story of Survival (Volume 1),Jonathan Hollerman,24,Science Fiction & Fantasy
43420,1402261853,1402261853.jpg,http://ecx.images-amazon.com/images/I/51un9-9xypL.jpg,Lord of Fire and Ice,Mia Marlowe,22,Romance
43423,820348899,0820348899.jpg,http://ecx.images-amazon.com/images/I/51q8StPhGBL.jpg,A Boy from Georgia: Coming of Age in the Segregated South (A Bradley Hale Fund for Southern Studies Publication),Hamilton Jordan,1,Biographies & Memoirs
43424,804138680,0804138680.jpg,http://ecx.images-amazon.com/images/I/41yJ9f4xkTL.jpg,Dark Eden,Chris Beckett,24,Science Fiction & Fantasy
43428,B00VMD65F8,B00VMD65F8.jpg,http://ecx.images-amazon.com/images/I/51mvPng1fxL.jpg,"No Time Like the Past: The Chronicles of St. Mary, Book 5",Jodi Taylor,24,Science Fiction & Fantasy
43432,306813270,0306813270.jpg,http://ecx.images-amazon.com/images/I/510m5i53ZkL.jpg,I Put A Spell On You: The Autobiography Of Nina Simone,Nina Simone,1,Biographies & Memoirs
43433,B015Y9S7JW,B015Y9S7JW.jpg,http://ecx.images-amazon.com/images/I/51Ckd3YzaeL.jpg,Not You It's Me,Julie Johnson,22,Romance
43436,1501108700,1501108700.jpg,http://ecx.images-amazon.com/images/I/51MnfQuhC6L.jpg,The Striker (Highland Guard),Monica McCarty,22,Romance
43437,1482753332,1482753332.jpg,http://ecx.images-amazon.com/images/I/51wnfav6LFL.jpg,Love's Revenge,Monica Burns,22,Romance
43439,1419950509,1419950509.jpg,http://ecx.images-amazon.com/images/I/41kRtpBhplL.jpg,"Midnight Man (Midnight Series, Book 1)",Lisa Marie Rice,22,Romance
