,amazon_index,filename,title,author,category_id,category,meta,year,meta_author,decade,post_2010
8755,1477829342,1477829342.jpg,A Man of Some Repute (A Very English Mystery),Elizabeth Edmondson,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9781477829349"", ""Title"": ""A Man Of Some Repute"", ""Authors"": [""Elizabeth Edmondson""], ""Publisher"": """", ""Year"": ""2015"", ""Language"": ""en""}",2015,Elizabeth Edmondson,2010,post_2010
8759,765320665,0765320665.jpg,Books of the South: Tales of the Black Company (Shadow Games / Dreams of Steel / The Silver Spike),Glen Cook,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9780765320667"", ""Title"": ""The Books Of The South: Tales Of The Black Company"", ""Authors"": [""Glen Cook""], ""Publisher"": ""Macmillan"", ""Year"": ""2008"", ""Language"": ""en""}",2008,Glen Cook,2000,pre_2010
8760,778318354,0778318354.jpg,Christmas on Candy Cane Lane (Life in Icicle Falls),Sheila Roberts,22,Romance,"{""ISBN-13"": ""9780778318354"", ""Title"": ""Christmas On Candy Cane Lane"", ""Authors"": [""Sheila Roberts""], ""Publisher"": ""MIRA"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Sheila Roberts,2010,post_2010
8761,1598534793,1598534793.jpg,Ross Macdonald: Three Novels of the Early 1960s: The Zebra-Striped Hearse / The Chill / The Far Side of the Dollar: Library of America #279 (The Library of America),Ross Macdonald,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9781598534795"", ""Title"": ""Ross Macdonald: Three Novels Of The Early 1960S (LOA #279) - The Zebra-Striped Hearse / The Chill / The Far Side Of The Dollar"", ""Authors"": [""Ross Macdonald""], ""Publisher"": ""Library of America"", ""Year"": ""2016"", ""Language"": ""en""}",2016,Ross Macdonald,2010,post_2010
8762,1476737029,1476737029.jpg,Revolution: Secret World Chronicle III,Mercedes Lackey,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9781451639322"", ""Title"": ""Revolution: The Secret World Chronicle III"", ""Authors"": [""Mercedes Lackey"", ""Veronica Giguere"", ""Martin Cody"", ""Dennis Lee""], ""Publisher"": ""Baen"", ""Year"": ""2014"", ""Language"": ""en""}",2014,Mercedes Lackey,2010,post_2010
8763,1455523941,1455523941.jpg,Jeremy Lin: The Reason for the Linsanity,Timothy Dalrymple,1,Biographies & Memoirs,"{""ISBN-13"": ""9781455523948"", ""Title"": ""Jeremy Lin - The Reason For The Linsanity"", ""Authors"": [""Timothy Dalrymple""], ""Publisher"": ""Center Street"", ""Year"": ""2012"", ""Language"": ""en""}",2012,Timothy Dalrymple,2010,post_2010
8764,804138907,0804138907.jpg,Got to Give the People What They Want: True Stories and Flagrant Opinions from Center Court,Jalen Rose,1,Biographies & Memoirs,"{""ISBN-13"": ""9780804138901"", ""Title"": ""Got To Give The People What They Want - True Stories And Flagrant Opinions From Center Court"", ""Authors"": [""Jalen Rose""], ""Publisher"": ""Crown Pub"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Jalen Rose,2010,post_2010
8765,1941145264,1941145264.jpg,Saving Grace (A Hearthfire Romance) (Volume 1),Michele Paige Holmes,22,Romance,"{""ISBN-13"": ""9781941145265"", ""Title"": ""Saving Grace"", ""Authors"": [""Michele Paige Holmes""], ""Publisher"": """", ""Year"": ""2014"", ""Language"": ""en""}",2014,Michele Paige Holmes,2010,post_2010
8767,956517072,0956517072.jpg,Three Sisters (Emily Castles Mysteries),Helen Smith,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9780956517074"", ""Title"": ""Three Sisters"", ""Authors"": [""Helen Smith""], ""Publisher"": """", ""Year"": ""2013"", ""Language"": ""en""}",2013,Helen Smith,2010,post_2010
8768,1601257511,1601257511.jpg,Pathfinder Adventure Card Game: Wrath of the Righteous Adventure Deck 6 - City of Locusts,Mike Selinker,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9781601257512"", ""Title"": ""Pathfinder Adventure Card Game: Wrath Of The Righteous Adventure Deck 6 - City Of Locusts"", ""Authors"": [""Mike Selinker""], ""Publisher"": ""Paizo, Incorporated"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Mike Selinker,2010,post_2010
8769,1616201754,1616201754.jpg,Empire of Deception: The Incredible Story of a Master Swindler Who Seduced a City and Captivated the Nation,Dean Jobb,1,Biographies & Memoirs,"{""ISBN-13"": ""9781616205355"", ""Title"": ""Empire Of Deception - The Incredible Story Of A Master Swindler Who Seduced A City And Captivated The Nation"", ""Authors"": [""Dean Jobb""], ""Publisher"": ""Algonquin Books"", ""Year"": ""2016"", ""Language"": ""en""}",2016,Dean Jobb,2010,post_2010
8771,380717573,0380717573.jpg,"Pendragon (The Pendragon Cycle, Book 4)",Stephen R. Lawhead,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9780380717576"", ""Title"": ""Pendragon - Book Four Of The Pendragon Cycle"", ""Authors"": [""Stephen R. Lawhead""], ""Publisher"": ""Harper Voyager"", ""Year"": ""1995"", ""Language"": ""en""}",1995,Stephen R. Lawhead,1990,pre_2010
8772,034530697X,034530697X.jpg,JEDI MASTER'S QUIZBOOK,Rusty Miller,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9780345306975"", ""Title"": ""The Jedi Master's Quizbook - 425 Cosmic Questions & Answers About Star Wars And The Empire Strikes Back"", ""Authors"": [""Rusty Miller""], ""Publisher"": ""Del Rey"", ""Year"": ""1982"", ""Language"": ""en""}",1982,Rusty Miller,1980,pre_2010
8774,1250008654,1250008654.jpg,Legacy: An Event Group Thriller (Event Group Thrillers),David L. Golemon,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9781250008657"", ""Title"": ""Legacy - An Event Group Thriller"", ""Authors"": [""David L. Golemon""], ""Publisher"": ""St. Martin's Press"", ""Year"": ""2012"", ""Language"": ""en""}",2012,David L. Golemon,2010,post_2010
8775,1501112317,1501112317.jpg,"In a Dark, Dark Wood",Ruth Ware,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9781501112331"", ""Title"": ""In A Dark, Dark Wood"", ""Authors"": [""Ruth Ware""], ""Publisher"": ""Simon and Schuster"", ""Year"": ""2016"", ""Language"": ""en""}",2016,Ruth Ware,2010,post_2010
8776,316268844,0316268844.jpg,American Pharoah: The Untold Story of the Triple Crown Winner's Legendary Rise,Joe Drape,1,Biographies & Memoirs,"{""ISBN-13"": ""9780316268851"", ""Title"": ""American Pharoah - The Untold Story Of The Triple Crown Winner's Legendary Rise"", ""Authors"": [""Joe Drape""], ""Publisher"": ""Hachette Books"", ""Year"": ""2017"", ""Language"": ""en""}",2017,Joe Drape,2010,post_2010
8777,446573264,0446573264.jpg,Born of Shadows (The League),Sherrilyn Kenyon,22,Romance,"{""ISBN-13"": ""9780446573269"", ""Title"": ""Born Of Shadows"", ""Authors"": [""Sherrilyn Kenyon""], ""Publisher"": ""Grand Central Publishing"", ""Year"": ""2012"", ""Language"": ""en""}",2012,Sherrilyn Kenyon,2010,post_2010
8778,963888625,0963888625.jpg,Because of Romek: A Holocaust Survivor's Memoir,David Faber,1,Biographies & Memoirs,"{""ISBN-13"": ""9780972807708"", ""Title"": ""Because Of Romek - A Holocaust Survivor's Memoir"", ""Authors"": [""David Faber"", ""James D. Kitchen""], ""Publisher"": ""Vincent PressPub Company"", ""Year"": ""2003"", ""Language"": ""en""}",2003,David Faber,2000,pre_2010
8779,441014151,0441014151.jpg,Accelerando (Singularity),Charles Stross,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9780441014156"", ""Title"": ""Accelerando"", ""Authors"": [""Charles Stross""], ""Publisher"": ""Ace Books"", ""Year"": ""2006"", ""Language"": ""en""}",2006,Charles Stross,2000,pre_2010
8780,1497644518,1497644518.jpg,Explorers of Gor (Gorean Saga),John Norman,22,Romance,"{""ISBN-13"": ""9781497644519"", ""Title"": ""Explorers Of Gor"", ""Authors"": [""John Norman""], ""Publisher"": ""Open Road Media Sci-Fi & Fantasy"", ""Year"": ""2014"", ""Language"": ""en""}",2014,John Norman,2010,post_2010
8781,1626393354,1626393354.jpg,Just Three Words (Soho Loft Romance),Melissa Brayden,22,Romance,"{""ISBN-13"": ""9781626393356"", ""Title"": ""Just Three Words"", ""Authors"": [""Melissa Brayden""], ""Publisher"": """", ""Year"": ""2015"", ""Language"": ""en""}",2015,Melissa Brayden,2010,post_2010
8782,61782661,0061782661.jpg,State of Fear,Michael Crichton,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9780061782664"", ""Title"": ""State Of Fear"", ""Authors"": [""Michael Crichton""], ""Publisher"": ""Harper"", ""Year"": ""2009"", ""Language"": ""en""}",2009,Michael Crichton,2000,pre_2010
8785,62336401,0062336401.jpg,"The Book of Luke: My Fight for Truth, Justice, and Liberty City",Luther Campbell,1,Biographies & Memoirs,"{""ISBN-13"": ""9780062336408"", ""Title"": ""The Book Of Luke - My Fight For Truth, Justice, And Liberty City"", ""Authors"": [""Luther Campbell"", ""Tanner Colby""], ""Publisher"": ""Amistad"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Luther Campbell,2010,post_2010
8786,385483384,0385483384.jpg,My Usual Game,David Owen,1,Biographies & Memoirs,"{""ISBN-13"": ""9780385483384"", ""Title"": ""My Usual Game - Adventures In Golf"", ""Authors"": [""David Owen""], ""Publisher"": """", ""Year"": ""1996"", ""Language"": ""en""}",1996,David Owen,1990,pre_2010
8787,804140901,0804140901.jpg,Doctor Who: The Crawling Terror (Doctor Who (BBC)),Mike Tucker,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9780804140904"", ""Title"": ""The Crawling Terror"", ""Authors"": [""Mike Tucker""], ""Publisher"": ""Doctor Who (BBC)"", ""Year"": ""2014"", ""Language"": ""en""}",2014,Mike Tucker,2010,post_2010
8789,307474712,0307474712.jpg,One Day (Vintage Contemporaries),David Nicholls,22,Romance,"{""ISBN-13"": ""9780307474711"", ""Title"": ""One Day"", ""Authors"": [""David Nicholls""], ""Publisher"": ""Vintage"", ""Year"": ""2009"", ""Language"": ""en""}",2009,David Nicholls,2000,pre_2010
8790,60732806,0060732806.jpg,Conversation in the Cathedral,Mario Vargas Llosa,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9780060732806"", ""Title"": ""Conversation In The Cathedral"", ""Authors"": [""Mario Vargas Llosa""], ""Publisher"": ""Harper Collins"", ""Year"": ""2005"", ""Language"": ""en""}",2005,Mario Vargas Llosa,2000,pre_2010
8791,048628820X,048628820X.jpg,Donald McKay and His Famous Sailing Ships (Dover Maritime),Richard C. McKay,1,Biographies & Memoirs,"{""ISBN-13"": ""9780486288208"", ""Title"": ""Donald McKay And His Famous Sailing Ships"", ""Authors"": [""Richard C. McKay""], ""Publisher"": ""Courier Corporation"", ""Year"": ""2011"", ""Language"": ""en""}",2011,Richard C. McKay,2010,post_2010
8794,425280101,0425280101.jpg,Stars of Fortune: Book One of the Guardians Trilogy,Nora Roberts,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9780425280102"", ""Title"": ""Stars Of Fortune"", ""Authors"": [""Nora Roberts""], ""Publisher"": ""Berkley"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Nora Roberts,2010,post_2010
8795,982541570,0982541570.jpg,Power of the P,James Hendricks,22,Romance,"{""ISBN-13"": ""9780982541579"", ""Title"": ""Power Of The P"", ""Authors"": [""James Hendricks""], ""Publisher"": ""Augustus Pub"", ""Year"": ""2013"", ""Language"": ""en""}",2013,James Hendricks,2010,post_2010
8797,1500993492,1500993492.jpg,Beatrice: A Victorian Classic,Anonymous,22,Romance,"{""ISBN-13"": ""9781500993498"", ""Title"": ""Beatrice - A Victorian Classic"", ""Authors"": [""Anonymous""], ""Publisher"": ""CreateSpace"", ""Year"": ""2014"", ""Language"": ""en""}",2014,Anonymous,2010,post_2010
8798,074324964X,074324964X.jpg,The Big House: A Century in the Life of an American Summer Home,George Howe Colt,1,Biographies & Memoirs,"{""ISBN-13"": ""9780743249645"", ""Title"": ""The Big House - A Century In The Life Of An American Summer Home"", ""Authors"": [""George Howe Colt""], ""Publisher"": ""Scribner"", ""Year"": ""2004"", ""Language"": ""en""}",2004,George Howe Colt,2000,pre_2010
8800,373283385,0373283385.jpg,A Home for Christmas (Christmas in Eden Valley),Linda Ford,22,Romance,"{""ISBN-13"": ""9780373283385"", ""Title"": ""A Home For Christmas"", ""Authors"": [""Linda Ford""], ""Publisher"": ""Harlequin"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Linda Ford,2010,post_2010
8801,316007587,0316007587.jpg,The Ashes of Worlds (Saga of Seven Suns),Kevin J. Anderson,22,Romance,"{""ISBN-13"": ""9780316007580"", ""Title"": ""The Ashes Of Worlds"", ""Authors"": [""Kevin J. Anderson""], ""Publisher"": ""Orbit"", ""Year"": ""2009"", ""Language"": ""en""}",2009,Kevin J. Anderson,2000,pre_2010
8802,B00A19TMNG,B00A19TMNG.jpg,Righteous Indignation: Excuse Me While I Save the World!,Andrew Breitbart,1,Biographies & Memoirs,"{""ISBN-13"": ""9780446572828"", ""Title"": ""Righteous Indignation - Excuse Me While I Save The World!"", ""Authors"": [""Andrew Breitbart""], ""Publisher"": ""Grand Central Publishing"", ""Year"": ""2011"", ""Language"": ""en""}",2011,Andrew Breitbart,2010,post_2010
8803,813190177,0813190177.jpg,Lord of the Rings: The Mythology of Power,Jane Chance,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9780813190174"", ""Title"": ""Lord Of The Rings - The Mythology Of Power"", ""Authors"": [""Jane Chance""], ""Publisher"": ""University Press of Kentucky"", ""Year"": ""2001"", ""Language"": ""en""}",2001,Jane Chance,2000,pre_2010
8804,62322842,0062322842.jpg,"Stonewalled: My Fight for Truth Against the Forces of Obstruction, Intimidation, and Harassment in Obama's Washington.",Sharyl Attkisson,1,Biographies & Memoirs,"{""ISBN-13"": ""9780062322852"", ""Title"": ""Stonewalled - My Fight For Truth Against The Forces Of Obstruction, Intimidation, And Harassment In Obama's Washington"", ""Authors"": [""Sharyl Attkisson""], ""Publisher"": ""Harper Paperbacks"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Sharyl Attkisson,2010,post_2010
8805,786939834,0786939834.jpg,Exile (The Legend of Drizzt),R.A. Salvatore,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9780786939831"", ""Title"": ""Exile"", ""Authors"": [""R.A. Salvatore""], ""Publisher"": ""Wizards of the Coast"", ""Year"": ""2006"", ""Language"": ""en""}",2006,R.A. Salvatore,2000,pre_2010
8806,1598530984,1598530984.jpg,"Kurt Vonnegut: Novels & Stories 1963-1973: Cat's Cradle / God Bless You, Mr. Rosewater / Slaughterhouse-Five / Breakfast of Champions / Stories (Library of America, No. 216)",Kurt Vonnegut,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9781598530988"", ""Title"": ""Kurt Vonnegut: Novels & Stories 1963-1973 (LOA #216) - Cat's Cradle / Rosewater / Slaughterhouse-Five / Breakfast Of Champions"", ""Authors"": [""Kurt Vonnegut""], ""Publisher"": ""Library of America"", ""Year"": ""2011"", ""Language"": ""en""}",2011,Kurt Vonnegut,2010,post_2010
8807,1497644917,1497644917.jpg,Magicians of Gor (Gorean Saga),John Norman,22,Romance,"{""ISBN-13"": ""9781497644915"", ""Title"": ""Magicians Of Gor"", ""Authors"": [""John Norman""], ""Publisher"": ""Open Road Media Sci-Fi & Fantasy"", ""Year"": ""2014"", ""Language"": ""en""}",2014,John Norman,2010,post_2010
8810,345540115,0345540115.jpg,The Iceman: The True Story of a Cold-Blooded Killer,Anthony Bruno,1,Biographies & Memoirs,"{""ISBN-13"": ""9780345540119"", ""Title"": ""The Iceman - The True Story Of A Cold-Blooded Killer"", ""Authors"": [""Anthony Bruno""], ""Publisher"": ""Bantam"", ""Year"": ""2013"", ""Language"": ""en""}",2013,Anthony Bruno,2010,post_2010
8811,1101872454,1101872454.jpg,Tracks (Movie Tie-in Edition): A Woman's Solo Trek Across 1700 Miles of Australian Outback (Vintage Departures),Robyn Davidson,1,Biographies & Memoirs,"{""ISBN-13"": ""9781101872451"", ""Title"": ""Tracks - One Woman's Journey Across 1,700 Miles Of Australian Outback"", ""Authors"": [""Robyn Davidson""], ""Publisher"": """", ""Year"": ""2014"", ""Language"": ""en""}",2014,Robyn Davidson,2010,post_2010
8812,1503944379,1503944379.jpg,Follow You Home,Mark Edwards,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9781503944374"", ""Title"": ""Follow You Home"", ""Authors"": [""Mark Edwards""], ""Publisher"": ""Thomas & Mercer"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Mark Edwards,2010,post_2010
8814,006229637X,006229637X.jpg,They All Love Jack: Busting the Ripper,Bruce Robinson,1,Biographies & Memoirs,"{""ISBN-13"": ""9780062296375"", ""Title"": ""They All Love Jack - Busting The Ripper"", ""Authors"": [""Bruce Robinson""], ""Publisher"": ""Harper"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Bruce Robinson,2010,post_2010
8815,1564784134,1564784134.jpg,King (American Literature Series),Donald Barthelme,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9781564784131"", ""Title"": ""The King"", ""Authors"": [""Donald Barthelme""], ""Publisher"": ""Dalkey Archive Press"", ""Year"": ""2006"", ""Language"": ""en""}",2006,Donald Barthelme,2000,pre_2010
8816,1616954078,1616954078.jpg,Maisie Dobbs,Jacqueline Winspear,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9780063142268"", ""Title"": ""A Sunlit Weapon"", ""Authors"": [""Jacqueline Winspear""], ""Publisher"": ""Maisie Dobbs"", ""Year"": ""2022"", ""Language"": ""en""}",2022,Jacqueline Winspear,2020,post_2010
8817,373788592,0373788592.jpg,Evergreen Springs (Haven Point),RaeAnne Thayne,22,Romance,"{""ISBN-13"": ""9780373788590"", ""Title"": ""Evergreen Springs"", ""Authors"": [""RaeAnne Thayne""], ""Publisher"": ""HQN Books"", ""Year"": ""2015"", ""Language"": ""en""}",2015,RaeAnne Thayne,2010,post_2010
8818,425270866,0425270866.jpg,Once Upon a Grind (A Coffeehouse Mystery),Cleo Coyle,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9780425270868"", ""Title"": ""Once Upon A Grind"", ""Authors"": [""Cleo Coyle""], ""Publisher"": ""Penguin"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Cleo Coyle,2010,post_2010
8819,1439192928,1439192928.jpg,Rainwater,Sandra Brown,22,Romance,"{""ISBN-13"": ""9781439192924"", ""Title"": ""Rainwater"", ""Authors"": [""Sandra Brown""], ""Publisher"": ""Pocket"", ""Year"": ""2010"", ""Language"": ""en""}",2010,Sandra Brown,2010,post_2010
8820,446556750,0446556750.jpg,The Reversal (A Lincoln Lawyer Novel),Michael Connelly,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9780316069489"", ""Title"": ""The Reversal"", ""Authors"": [""Michael Connelly""], ""Publisher"": ""Little, Brown"", ""Year"": ""2010"", ""Language"": ""en""}",2010,Michael Connelly,2010,post_2010
8821,1416509909,1416509909.jpg,On a Highland Shore,Kathleen Givens,22,Romance,"{""ISBN-13"": ""9781416509905"", ""Title"": ""On A Highland Shore"", ""Authors"": [""Kathleen Givens""], ""Publisher"": ""Gallery Books"", ""Year"": ""2006"", ""Language"": ""en""}",2006,Kathleen Givens,2000,pre_2010
8823,1476735247,1476735247.jpg,"Naked: The Blackstone Affair, Book 1",Raine Miller,22,Romance,"{""ISBN-13"": ""9781476735245"", ""Title"": ""Naked - The Blackstone Affair"", ""Authors"": [""Raine Miller""], ""Publisher"": ""Atria Books"", ""Year"": ""2013"", ""Language"": ""en""}",2013,Raine Miller,2010,post_2010
8825,1616204516,1616204516.jpg,The Storied Life of A. J. Fikry: A Novel,Gabrielle Zevin,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9781616203214"", ""Title"": ""The Storied Life Of A. J. Fikry - A Novel"", ""Authors"": [""Gabrielle Zevin""], ""Publisher"": ""Algonquin Books"", ""Year"": ""2014"", ""Language"": ""en""}",2014,Gabrielle Zevin,2010,post_2010
8826,452298016,0452298016.jpg,The Magician King: A Novel (Magicians Trilogy),Lev Grossman,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9780452298019"", ""Title"": ""The Magician King - A Novel"", ""Authors"": [""Lev Grossman""], ""Publisher"": ""Penguin"", ""Year"": ""2012"", ""Language"": ""en""}",2012,Lev Grossman,2010,post_2010
8827,345545052,0345545052.jpg,Into the Void: Star Wars (Dawn of the Jedi) (Star Wars: Dawn of the Jedi - Legends),Tim Lebbon,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9780345545053"", ""Title"": ""Into The Void"", ""Authors"": [""Tim Lebbon""], ""Publisher"": ""Lucasbooks"", ""Year"": ""2014"", ""Language"": ""en""}",2014,Tim Lebbon,2010,post_2010
8828,B00UXOAZKI,B00UXOAZKI.jpg,"Home: Hidden, Book Three",Colleen Vanderlinden,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9780615965918"", ""Title"": ""Home - Hidden Book Three"", ""Authors"": [""Colleen Vanderlinden""], ""Publisher"": """", ""Year"": ""2014"", ""Language"": ""en""}",2014,Colleen Vanderlinden,2010,post_2010
8831,425265951,0425265951.jpg,Gabriel's Rapture,Sylvain Reynard,22,Romance,"{""ISBN-13"": ""9780425265956"", ""Title"": ""Gabriel's Rapture"", ""Authors"": [""Sylvain Reynard""], ""Publisher"": ""Penguin"", ""Year"": ""2012"", ""Language"": ""en""}",2012,Sylvain Reynard,2010,post_2010
8832,812543262,0812543262.jpg,"Relic (Pendergast, Book 1)",Douglas Preston,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9780812543261"", ""Title"": ""Relic"", ""Authors"": [""Douglas Preston"", ""Lincoln Child""], ""Publisher"": ""Tor Books"", ""Year"": ""1996"", ""Language"": ""en""}",1996,Douglas Preston,1990,pre_2010
8834,1851497331,1851497331.jpg,William Bouguereau: His Life and Works,Damien Bartoli,1,Biographies & Memoirs,"{""ISBN-13"": ""9781851497331"", ""Title"": ""William Bouguereau - His Life And Works"", ""Authors"": [""Damien Bartoli"", ""Frederick C. Ross""], ""Publisher"": ""ACC Distribution"", ""Year"": ""2014"", ""Language"": ""en""}",2014,Damien Bartoli,2010,post_2010
8835,1476750238,1476750238.jpg,Star Trek: Deep Space Nine: The Missing,Una McCormack,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9781476750231"", ""Title"": ""Star Trek: Deep Space Nine: The Missing"", ""Authors"": [""Una McCormack""], ""Publisher"": ""Simon and Schuster"", ""Year"": ""2014"", ""Language"": ""en""}",2014,Una McCormack,2010,post_2010
8837,679602984,0679602984.jpg,Fear and Loathing in Las Vegas and Other American Stories (Modern Library),Hunter S. Thompson,1,Biographies & Memoirs,"{""ISBN-13"": ""9780679602989"", ""Title"": ""Fear And Loathing In Las Vegas And Other American Stories"", ""Authors"": [""Hunter S. Thompson""], ""Publisher"": ""Modern Library"", ""Year"": ""1998"", ""Language"": ""en""}",1998,Hunter S. Thompson,1990,pre_2010
8838,1425997406,1425997406.jpg,From A Name to A Number: A Holocaust Survivor's Autobiography,Alter Wiener,1,Biographies & Memoirs,"{""ISBN-13"": ""9781425997458"", ""Title"": ""64735 - From A Name To A Number : A Holocaust Survivor's Autobiography"", ""Authors"": [""Alter Wiener""], ""Publisher"": ""AuthorHouse"", ""Year"": ""2007"", ""Language"": ""en""}",2007,Alter Wiener,2000,pre_2010
8839,1507886578,1507886578.jpg,Eve: The Awakening,Jenna Moreci,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9781507886571"", ""Title"": ""Eve - The Awakening"", ""Authors"": [""Jenna Moreci""], ""Publisher"": """", ""Year"": ""2015"", ""Language"": ""en""}",2015,Jenna Moreci,2010,post_2010
8840,1942623062,1942623062.jpg,Highland Echoes,Ceci Giltenan,22,Romance,"{""ISBN-13"": ""9781942623069"", ""Title"": ""Highland Echoes"", ""Authors"": [""Ceci Giltenan""], ""Publisher"": """", ""Year"": ""2015"", ""Language"": ""en""}",2015,Ceci Giltenan,2010,post_2010
8841,1517300037,1517300037.jpg,The 93rd Highlanders Volume I: Hamish and Conall (Volume 1),Samantha Kane,22,Romance,"{""ISBN-13"": ""9781517300036"", ""Title"": ""The 93Rd Highlanders Volume I - Hamish And Conall"", ""Authors"": [""Samantha Kane""], ""Publisher"": ""CreateSpace"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Samantha Kane,2010,post_2010
8842,B002ECEGU2,B002ECEGU2.jpg,"Heat of the Night (Dream Guardians, Book 2)",Sylvia Day,22,Romance,"{""ISBN-13"": ""9780061231032"", ""Title"": ""Heat Of The Night"", ""Authors"": [""Sylvia Day""], ""Publisher"": ""Harper Collins"", ""Year"": ""2008"", ""Language"": ""en""}",2008,Sylvia Day,2000,pre_2010
8844,754818543,0754818543.jpg,The Illustrated World Encyclopedia of Saints,Tessa Paul,1,Biographies & Memoirs,"{""ISBN-13"": ""9780754818540"", ""Title"": ""The Illustrated World Encyclopedia Of Saints - An Authoritative Visual Guide To The Lives And Works Of Over 500 Saints, With Expert Commentary And Over 500 Beautiful Paintings, Statues & Icons"", ""Authors"": [""Tessa Paul"", ""Ronald Creighton-Jobe""], ""Publisher"": """", ""Year"": ""2009"", ""Language"": ""en""}",2009,Tessa Paul,2000,pre_2010
8847,664260586,0664260586.jpg,Last Call: From Serving Drinks to Serving Jesus,Jerry Herships,1,Biographies & Memoirs,"{""ISBN-13"": ""9780664260583"", ""Title"": ""Last Call - From Serving Drinks To Serving Jesus"", ""Authors"": [""Jerry Herships""], ""Publisher"": ""Presbyterian Publishing Corp"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Jerry Herships,2010,post_2010
8848,1879960737,1879960737.jpg,The Cancer Journals: Special Edition,Audre Lorde,1,Biographies & Memoirs,"{""ISBN-13"": ""9781879960732"", ""Title"": ""The Cancer Journals"", ""Authors"": [""Audre Lorde""], ""Publisher"": """", ""Year"": ""1997"", ""Language"": ""en""}",1997,Audre Lorde,1990,pre_2010
8849,312890427,0312890427.jpg,Castle of Days,Gene Wolfe,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9780312890421"", ""Title"": ""Castle Of Days"", ""Authors"": [""Gene Wolfe""], ""Publisher"": ""Macmillan"", ""Year"": ""1995"", ""Language"": ""en""}",1995,Gene Wolfe,1990,pre_2010
8852,884114120,0884114120.jpg,The Case of the Substitute Face,Erle Stanley Gardner,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9781634253611"", ""Title"": ""The Case Of The Substitute Face"", ""Authors"": [""Erle Stanley Gardner""], ""Publisher"": """", ""Year"": ""2016"", ""Language"": ""en""}",2016,Erle Stanley Gardner,2010,post_2010
8854,1577661567,1577661567.jpg,The Innocent Anthropologist : Notes from a Mud Hut,Nigel Barley,1,Biographies & Memoirs,"{""ISBN-13"": ""9781577661566"", ""Title"": ""The Innocent Anthropologist - Notes From A Mud Hut"", ""Authors"": [""Nigel Barley""], ""Publisher"": ""Waveland PressInc"", ""Year"": ""2000"", ""Language"": ""en""}",2000,Nigel Barley,2000,pre_2010
8859,61988375,0061988375.jpg,Agatha Christie's Secret Notebooks: Fifty Years of Mysteries in the Making,John Curran,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9780061988370"", ""Title"": ""Agatha Christie's Secret Notebooks - Fifty Years Of Mysteries In The Making"", ""Authors"": [""John Curran""], ""Publisher"": ""Harper Perennial"", ""Year"": ""2011"", ""Language"": ""en""}",2011,John Curran,2010,post_2010
